,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
106,176074,002273.XSHE,2021-12-31,2022-03-10,2021-12-31,0.34,368583916.75,371305444.76,75702933.32,6.4606,5.3853,5.3173,12.1075,23.8052,90.2529,13.091,12.1075,1.2551,6.1624,-0.6751,74.7749,15.2453,83.3562,96.5733,18.6105,190.9329,18.178,,18.178,,-5.6983,,0.0749,,-0.2708,
107,176075,688357.XSHG,2021-12-31,2022-03-10,2021-12-31,4.76,245782797.05,283098713.88,10453249.69,25.0489,22.3546,19.2321,31.3801,46.5402,67.7434,34.5537,31.3801,2.6919999999999997,5.9808,-0.2249,89.0877,3.2895,89.2439,79.3922,44.1838,136.9759,94.3629,,94.3629,,106.1209,,116.2238,,116.2238,
108,176077,600603.XSHG,2021-12-31,2022-03-10,2021-12-31,0.48,510832623.53,910322062.36,19382616.11,9.4371,8.4147,3.6559,17.7003,44.1985,72.5588,23.0451,17.7003,4.4499,2.7754,1.7877,119.3617,2.5415,89.1662,133.3978,40.2544,146.6931,-24.5101,,-24.5101,,-32.8955,,-30.5494,,-30.4623,
109,176078,000707.XSHE,2021-12-31,2022-03-10,2021-12-31,0.9105,421517188.32,425586106.35,-4686586.0,282.6504,281.9128,16.1931,13.7937,22.2434,86.109,13.8578,13.7937,1.3133,2.0456,2.177,101.3467,-1.1159999999999999,99.73899999999999,76.8891,19.0342,137.026,71.6567,,71.6567,,185.6912,,187.8915,,187.9778,
110,176079,000026.XSHE,2021-12-31,2022-03-10,2021-12-31,0.9036,369418754.83,516509096.49,3754939.39,13.3435,12.7097,9.5423,7.3966,37.3413,90.15,9.6379,7.3966,20.022000000000002,4.9893,0.6613,102.8231,0.7475,95.2502,111.7091,10.4362,105.9515,23.5727,,23.5727,,35.8915,,31.8705,,31.8668,
111,176080,002346.XSHE,2021-12-31,2022-03-10,2021-12-31,1.02,96942130.11,-8444028.47,510338569.3,19.958,4.3204,10.9304,60.9542,21.2877,101.2256,72.0309,60.9542,2.1417,11.4069,4.4708,-1.7198,103.943,21.6474,82.6465,13.8199,,13.9847,,13.9847,,174.8972,,150.7761,,178.3277,
112,176081,000915.XSHE,2021-12-31,2022-03-11,2021-12-31,1.62,356264194.12,772846002.36,26775051.92,18.1195,16.9759,18.4604,34.7435,68.8957,61.8751,40.3584,34.7435,18.3474,7.5772,-0.6989,94.12100000000001,3.2608,93.689,120.7469,37.2866,97.8012,11.3182,,11.3182,,33.5212,,32.2091,,30.7838,
113,176082,002056.XSHE,2021-12-31,2022-03-11,2021-12-31,0.6888,903600011.98,1037463734.43,108798748.77,17.5867,14.183,9.5629,8.8813,18.1718,91.771,9.8435,8.8813,1.4994,3.4582,-0.0812,84.5658,8.8684,80.6466,99.4346,10.196,123.9035,55.5359,,55.5359,,8.1162,,10.3051,,10.5443,
114,176083,688690.XSHG,2021-12-31,2022-03-11,2021-12-31,0.4974,172158700.0,192654651.52,10756864.54,23.8483,21.8283,19.5204,41.9708,83.8942,56.8375,47.6946,41.9708,14.8449,10.6506,-1.0041,90.5198,5.0542,91.5301,95.5217,35.3008,81.7857,117.7376,,117.7376,,153.2867,,156.97,,158.7461,
115,176084,301122.XSHE,2021-12-31,2022-03-11,2021-12-31,1.85,125366249.94,146618720.8,199937.98,29.381,28.1859,24.0143,29.5625,43.8614,66.8322,34.3539,29.5625,0.8713,4.5012,0.4596,96.6232,0.1318,95.9325,99.6086,36.207,109.1633,-12.466,,-12.466,,-6.7427,,-4.6337,,-4.6337,
116,176085,300871.XSHE,2021-12-31,2022-03-11,2021-12-31,0.8,115223691.93,134232751.36,4404087.79,8.8636,7.6867,5.9132,13.337,27.1749,86.5257,15.1601,13.337,4.7333,4.2071,-0.4399,88.9947,2.9199,86.72200000000001,105.3087,15.630999999999998,116.0063,28.1376,,28.1376,,-14.4402,,-11.5151,,-11.5151,
117,176086,603303.XSHG,2021-12-31,2022-03-11,2021-12-31,0.6871,234152835.86,288752628.05,51546490.52,10.9514,7.8244,6.9319,6.2178,13.7538,94.524,5.5979,6.2178,2.8642,3.0718,-0.7715,79.0959,14.1198,71.4468,93.6168,-1.9806,-36.1689,16.9839,,16.9839,,-7.7268,,-4.5517,,-4.1885,
118,176087,000708.XSHE,2021-12-31,2022-03-11,2021-12-31,1.58,7820919337.45,10035518919.7,-231181788.3,26.0083,25.5777,9.8086,8.1787,17.1234,89.6894,9.8102,8.1787,0.5466,1.6131,0.488,105.5932,-2.4325,98.3442,81.1793,13.2995,128.9886,27.5843,,27.5843,,26.8347,,31.8894,,31.8366,
119,176088,002320.XSHE,2021-12-31,2022-03-11,2021-12-31,0.1193,239899689.6,359525454.47,304607.01,6.6873,6.0338,5.084,20.4129,40.6514,74.3032,23.4782,20.4129,1.3033,12.3054,-1.1601,106.5595,0.0903,90.2273,110.7959,40.6701,158.2691,30.4253,,30.4253,,11.5246,,14.5117,,6.6075,
120,176089,000062.XSHE,2021-12-31,2022-03-11,2021-12-31,0.8447,867261713.04,1384233965.27,24562193.82,15.1046,14.8281,7.4457,4.5651,11.389000000000001,93.9396,5.8839999999999995,4.5651,2.6158,1.3599,0.5,103.7591,1.8411,98.1695,98.92,-4.0787,-67.3,39.8604,,39.8604,,52.1667,,44.8712,,41.4616,
121,176090,600433.XSHG,2021-12-31,2022-03-11,2021-12-31,0.08,688374.46,629382197.83,6548098.62,3.5495,0.0176,6.0538,5.364,18.6785,91.4923,6.3812,5.364,1.1634,3.4543,0.1624,134.3993,1.3983,0.4963,88.5932,15.8558,186.3712,13.855,,13.855,,-3.3091,,-13.0805,,-56.3765,
122,176091,688018.XSHG,2021-12-31,2022-03-11,2021-12-31,2.4775,172699580.93,178790585.03,25304010.18,11.4561,9.9707,10.0249,14.3127,39.6016,87.1037,15.0295,14.3127,3.0162,4.0022,-0.1668,85.8208,12.1461,87.03399999999999,104.8597,2.2693,17.5965,66.7742,,66.7742,,88.6364,,90.7006,,90.7006,
123,176092,605208.XSHG,2021-12-31,2022-03-11,2021-12-31,1.29,142234090.06,229527396.16,47245907.71,13.9853,8.7504,8.806000000000001,6.9102,13.0657,93.0228,8.9143,6.9102,0.4513,3.1431,0.6052,78.7589,16.2117,62.5688,113.7073,-4.8619,-69.6829,22.0107,,22.0107,,27.788,,31.233,,31.233,
124,176093,600212.XSHG,2021-12-31,2022-03-11,2021-12-31,-0.0392,-1805867.32,-14390496.44,-64944.0,-8.2692,-0.7439,-6.5611,-8.2682,14.2676,105.9269,-8.2095,-8.2682,0.0395,18.6082,-0.028999999999999998,,,,40.3785,-11.6242,,-12.2839,,-12.2839,,-200.3108,,-202.734,,-202.734,
125,176094,000408.XSHE,2021-12-31,2022-03-11,2021-12-31,0.73,1357924600.53,1615479534.88,227865894.47,16.4337,15.6345,14.7894,39.400999999999996,58.8258,55.4055,49.5832,39.400999999999996,1.252,6.754,-0.281,95.3129,13.444,95.1367,95.2374,56.1812,125.9823,90.3136,,90.3136,,429.2972,,523.5989,,523.5989,
126,176095,605299.XSHG,2021-12-31,2022-03-11,2021-12-31,0.28,102473679.58,147475713.47,6937919.45,8.9869,7.9532,6.0515,7.4131,28.2012,90.5586,9.6827,7.4131,8.1908,6.7406,0.2148,99.3101,4.672,88.4975,110.1744,6.9479,73.5898,5.2521,,5.2521,,-16.3446,,-15.4492,,-15.4492,
127,176096,600830.XSHG,2021-12-31,2022-03-11,2021-12-31,0.04,4090027.32,97716611.34,33681632.53,0.7953,0.1957,0.9942,20.069000000000003,75.7604,62.5493,32.1502,12.3895,1.494,41.3472,-3.3028,136.7591,47.1391,24.6116,102.329,-374.3002,-617.0067,41.9433,,88.111,,1492.3074,,402.3493,,174.43099999999998,
128,176097,300751.XSHE,2021-12-31,2022-03-11,2021-12-31,6.26,596916547.75,573505129.09,2431934.33,16.8758,15.6711,8.6892,20.2506,38.3029,81.4723,20.352,20.2506,6.3607,2.9824,-0.8715,88.6882,0.3761,92.8616,92.838,21.2309,114.5899,35.4395,,35.4395,,61.9392,,62.0081,,62.9684,
129,176098,601016.XSHG,2021-12-31,2022-03-11,2021-12-31,0.154,755963507.85,1025295778.5,4428246.76,7.4918,7.3788,2.2171,22.7106,55.2085,71.0279,25.8457,22.7106,,5.2823,20.0509,113.38600000000001,0.4897,98.492,79.0103,59.3955,205.0091,32.6816,,32.6816,,17.5918,,20.8273,,24.2205,
130,176099,600992.XSHG,2021-12-31,2022-03-11,2021-12-31,0.1266,21545717.8,11323195.97,8639984.92,2.1376,1.4842,0.9907,1.2269,10.7911,99.5523,1.4254,1.2269,5.7835,1.9373,0.5311,31.45,23.9974,69.4314,56.1732,0.2579,57.5948,18.7367,,18.7367,,3.8547,,2.7995,,2.7995,
131,176100,002419.XSHE,2021-12-31,2022-03-11,2021-12-31,0.1948,-88371392.61,-70011920.29,110844328.4,4.2971,-1.636,0.9351,1.9022,39.2368,100.5707,2.9168,1.9022,32.7077,3.1685,2.5855,-21.0782,33.3715,-38.0729,162.4286,22.2856,,3.9688,,3.9688,,6.7978,,-9.0879,,-8.4109,
132,176101,688617.XSHG,2021-12-31,2022-03-11,2021-12-31,3.19,167584797.74,180408193.86,32819934.52,18.5771,14.9732,14.9782,23.5132,69.4887,78.2297,26.8499,23.5132,23.6892,6.6512,0.0774,81.429,14.8136,80.6002,116.1605,21.8887,100.5438,72.8463,,72.8463,,86.2782,,87.0064,,87.6954,
133,176102,688363.XSHG,2021-12-31,2022-03-11,2021-12-31,1.63,663336045.63,781836058.75,28040493.65,14.5975,12.3771,11.7325,15.6748,78.0658,84.1982,18.3022,15.6748,49.2378,6.1238,-0.01,87.8271,3.1499,84.7893,107.3531,25.7906,163.2132,87.9329,,87.9329,,19.6163,,20.2392,,21.1346,
134,176103,600306.XSHG,2021-12-31,2022-03-12,2021-12-31,-0.5931,-108129728.46,-100773995.58,3253407.02,,,-7.5681,-69.3662,54.6337,166.1591,-67.426,-69.3662,3.3538,25.2108,72.9548,,,,334.2792,19.0544,,-20.6361,,-20.6361,,20.2612,,29.1459,,29.1528,
135,176104,600761.XSHG,2021-12-31,2022-03-12,2021-12-31,0.86,501928874.92,770343649.44,69249612.76,11.2673,8.921,7.3362,5.0933,16.0984,95.0032,5.6909,5.0933,3.3716,2.5755,-0.0399,85.5839,7.6935,79.1756,79.2338,4.2001,84.0556,20.4743,,20.4743,,-7.9509,,-5.8827,,-13.3966,
136,176105,603477.XSHG,2021-12-31,2022-03-12,2021-12-31,0.53,307698107.46,331633720.21,12330242.67,8.7071,10.345,5.1719,8.9388,18.9909,88.8823,9.9374,8.9388,1.2729,4.1549,1.5981,119.4546,4.4414,118.8107,97.4338,5.2032,46.8012,107.2639,,107.2639,,6.7273,,99.7313,,102.8415,
137,176106,600211.XSHG,2021-12-31,2022-03-12,2021-12-31,0.84,66693827.12,567191426.75,146473011.17,8.0261,2.562,6.3148,9.9611,89.5623,73.4782,12.0079,9.9611,54.0035,4.6507,0.3156,222.5576,57.4739,31.9204,97.3169,17.139,64.6222,55.7482,,55.7482,,-45.6068,,-49.3591,,-50.0263,
138,176107,605028.XSHG,2021-12-31,2022-03-12,2021-12-31,1.28,171130031.92,193309991.55,886790.91,23.8886,23.3036,20.7646,44.4425,65.3207,51.0269,52.1956,44.4425,0.1298,12.5049,-0.7811,94.3571,0.4329,97.5509,103.3029,53.9606,110.1842,31.9584,,31.9584,,44.5034,,44.7339,,44.7339,
139,176108,002198.XSHE,2021-12-31,2022-03-12,2021-12-31,0.0029,282064.41,30118963.52,1121824.96,0.2161,0.0413,0.1829,0.257,75.3086,94.7593,0.9358,0.257,57.1312,8.8313,-0.2566,517.2230000000001,19.2647,19.0936,110.0747,9.0132,171.9851,5.5045,,5.5045,,-77.6409,,-92.5535,,-92.5535,
140,176109,002817.XSHE,2021-12-31,2022-03-12,2021-12-31,0.27,48301265.66,53133518.21,3112137.38,7.2404,6.1475,5.643,14.6287,32.0009,86.0135,16.3217,14.6287,8.1001,7.5124,-1.7911,85.8878,5.0306,84.9062,88.9318,22.6616,162.0247,18.9292,,18.9292,,21.7013,,27.4891,,25.7031,
141,176110,600113.XSHG,2021-12-31,2022-03-12,2021-12-31,1.59,115586062.97,170558603.59,-6340058.35,36.5292,6.4723,25.8927,100.434,40.9108,73.5731,110.9332,100.434,4.1374,9.1047,-0.8297,19.5577,-0.727,17.7183,131.134,39.0272,147.6797,18.6412,,18.6412,,1133.2711,,1967.0656,,1762.9004,
142,176111,603103.XSHG,2021-12-31,2022-03-12,2021-12-31,0.02,-44580147.47,-23881078.57,16163729.71,0.812,-2.6484,0.304,0.5776,15.8559,101.0093,0.4515,0.5776,4.6423,3.2659,5.5487,-80.8028,54.6907,-326.1754,103.4333,27.5797,,139.0613,,139.0613,,101.9699,,102.8373,,102.8443,
143,176112,600050.XSHG,2021-12-31,2022-03-12,2021-12-31,0.20600000000000002,6451519911.0,17185873474.0,4337778247.0,4.2472,4.3455,2.4522,4.3971,24.5517,94.7581,5.3975,4.3971,9.8252,7.5581,0.0295,96.5101,24.3595,102.3163,107.398,34.1528,651.5327,7.9043,,7.9043,,13.5052,,15.1,,14.2023,
144,176113,000795.XSHE,2021-12-31,2022-03-12,2021-12-31,0.11900000000000001,102877240.35,96131664.62,29563193.37,5.6245,4.2726,2.3248,2.6042,15.6083,97.4434,3.7806,2.6042,2.2894,5.1104,0.6102,73.9883,22.7535,75.9653,95.17,-3.4481,-134.8673,44.5506,,44.5506,,84.3111,,32.1224,,32.6174,
145,176114,688536.XSHG,2021-12-31,2022-03-14,2021-12-31,5.54,368991312.52,373044546.13,60407727.89,15.4289,12.8358,14.5275,33.4504,60.5293,71.8658,33.6024,33.4504,4.263,4.9054,-0.2443,83.8142,13.5722,83.1932,98.6575,18.2315,64.8022,134.0646,,134.0646,,146.132,,141.3246,,141.3246,
146,176115,300211.XSHE,2021-12-31,2022-03-14,2021-12-31,0.094,26220305.97,27796661.15,1956394.85,6.0247,5.55,5.1112,11.3999,27.1685,88.8671,12.3926,11.3999,0.8111,6.7172,-2.7484,89.9298,6.3295,92.1198,75.7862,15.7491,141.4648,206.8315,,206.8315,,186.4705,,208.3554,,208.3554,
147,176116,002777.XSHE,2021-12-31,2022-03-14,2021-12-31,0.7,202824949.31,269891722.46,12651817.48,16.36,15.1862,10.0083,17.8438,56.1073,79.333,19.4235,17.8438,12.4704,9.9773,-0.4007,106.1233,4.9748,92.8251,98.7743,15.5006,75.0016,13.2086,,13.2086,,7.231,,8.297,,17.0887,
148,176117,600873.XSHG,2021-12-31,2022-03-14,2021-12-31,0.76,2041299835.72,2582259800.9,285881421.04,23.8599,20.715999999999998,11.9062,10.4049,19.3369,88.6926,12.5726,10.4049,1.8679,3.24,0.7748,91.4022,10.1191,86.8235,102.8948,16.0686,142.1066,33.9445,,33.9445,,142.0832,,136.3309,,139.4032,
149,176119,002233.XSHE,2021-12-31,2022-03-15,2021-12-31,1.57,1603687410.38,2119582774.0,330161526.81,16.5691,14.47,13.8998,23.822,37.2177,72.5208,31.866999999999997,23.822,1.0028,7.5186,-0.5369,87.5342,13.635,87.3314,112.8668,28.4866,103.6661,9.4618,,9.4618,,2.3337,,3.0466,,3.0396,
150,176120,300848.XSHE,2021-12-31,2022-03-15,2021-12-31,0.89,98507755.78,110699934.78,14725404.92,14.2531,11.7842,8.7533,9.1946,15.7272,91.4699,10.1149,9.1946,0.8821,2.0739,-0.38799999999999996,84.5705,11.2496,82.6777,101.9908,12.4086,145.4679,71.465,,71.465,,12.9569,,16.9478,,16.7743,
151,176121,002916.XSHE,2021-12-31,2022-03-15,2021-12-31,3.02,1271642082.9,1553868642.8,10053001.41,18.5567,15.9373,9.6159,10.6211,23.7083,88.8552,11.597999999999999,10.6211,1.6692,3.8958,0.7688,96.5587,0.6247,85.8848,89.7109,16.7962,150.7085,20.1894,,20.1894,,-0.4833,,3.466,,3.533,
152,176122,002728.XSHE,2021-12-31,2022-03-15,2021-12-31,0.62,113083086.36,155076202.91,6307260.27,10.8378,9.6565,5.8727,16.7402,53.0343,79.5457,18.5409,16.7402,15.6609,7.5471,3.1661,105.4228,4.2878,89.0997,100.7579,33.8734,165.6055,19.8303,,19.8303,,141.4392,,189.6568,,189.6568,
153,176123,605339.XSHG,2021-12-31,2022-03-15,2021-12-31,0.92,353673699.86,445018470.71,957454.44,14.327,13.7542,10.5243,12.8453,31.1245,84.5103,16.0247,12.8453,7.3554,5.4769,-0.7395,96.8718,0.2084,96.0014,121.6125,7.4107,47.8427,23.7079,,23.7079,,13.2088,,13.3422,,13.2688,
154,176124,600746.XSHG,2021-12-31,2022-03-15,2021-12-31,2.1108,2398016803.26,2880659052.45,14529584.51,52.8216,52.7337,45.0645,30.0118,41.6804,64.0079,35.5109,30.0118,0.1092,1.6325,-0.1378,101.8692,0.5138,99.8335,90.4783,29.2575,81.2887,110.8901,,110.8901,,833.9686,,938.4464,,938.4464,
155,176125,600058.XSHG,2021-12-31,2022-03-15,2021-12-31,0.31,334115768.31,1107310722.01,-292796373.28,6.8964,4.8109,2.1742,0.5577,3.1037,98.7347,0.9257,0.5576,0.0944,1.3795,0.2378,140.8648,-37.2476,69.759,101.7262,1.0661,84.2496,29.9894,,29.9901,,85.5436,,84.1933,,78.26,
156,176126,000050.XSHE,2021-12-31,2022-03-15,2021-12-31,0.6276,687017436.92,1681933705.18,-9697039.16,4.5074,2.0076,2.0033,4.846,18.3381,94.7158,5.0979,4.846,1.0685,3.175,1.7794,101.2732,-0.5839,44.5405,103.3207,15.8753,300.4279,8.8821,,8.8821,,0.4422,,4.6073,,4.6073,
157,176127,603093.XSHG,2021-12-31,2022-03-15,2021-12-31,0.4,246038870.26,206374107.28,67198175.07,8.8674,8.9562,0.9263,2.3073,,,3.2242,2.3073,,5.5773,,62.0466,20.2032,101.0018,,47.053000000000004,2397.3606,6.0469,,6.0469,,180.497,,162.0136,,158.6702,
158,176128,603018.XSHG,2021-12-31,2022-03-15,2021-12-31,0.92,598822523.06,948330026.62,15224175.08,17.093,16.5568,6.3982,10.9333,31.8605,83.7112,12.6844,10.9333,4.3041,6.2279,-0.0225,128.6043,2.0646,96.863,84.8085,6.7341,41.3416,8.7445,,8.7445,,5.7045,,5.2846,,6.0954,
159,176129,600523.XSHG,2021-12-31,2022-03-15,2021-12-31,0.38,144269544.72,188645535.42,33229557.01,5.7137,5.3914,4.8968,6.7275,23.6856,92.1211,7.6328,6.7275,1.9348,9.5797,-0.6671,105.3401,18.5555,94.3584,94.0148,9.7415,123.64,7.0751,,7.0751,,-3.6352,,-0.5023,,1.78,
160,176130,688350.XSHG,2021-12-31,2022-03-15,2021-12-31,0.9,89382478.23,111594558.71,6557043.69,9.072000000000001,7.5604,6.7936,7.3867,19.8179,92.3161,8.3377,7.3867,3.3756,3.9398,-0.0036,88.7235,5.2132,83.3379,63.9197,6.6135,86.0697,27.9821,,27.9821,,-1.4454,,2.2724,,2.233,
161,176131,002190.XSHE,2021-12-31,2022-03-15,2021-12-31,0.1553,31313177.21,110859548.61,-1227959.34,1.3989,0.7861,1.7041,7.2085,18.0024,91.2579,7.9724,7.2085,0.3862,3.4256,0.3804,108.5598,-1.2025,56.1889,68.1109,3.9302,44.957,28.9066,,28.9066,,-26.2235,,-31.4532,,-53.1231,
162,176132,002996.XSHE,2021-12-31,2022-03-15,2021-12-31,0.78,242704724.91,369296069.68,2797678.2,16.8188,11.929,9.5898,3.8654,5.5866,96.3014,4.3488,3.8654,0.2446,0.583,0.5955,84.0377,0.6366,70.9267,110.4135,-9.7015,-262.3008,105.0724,,105.0724,,73.0122,,74.8225,,74.7388,
163,176133,600309.XSHG,2021-12-31,2022-03-15,2021-12-31,7.85,24356144091.02,29751554246.89,498704417.92,42.0344,41.5354,15.4535,17.2048,26.2621,79.5575,20.2184,17.2048,0.7227,1.2998,1.016,102.0585,1.7107,98.8129,117.771,19.1856,93.8515,98.1914,,98.1914,,148.8428,,140.4189,,145.4705,
164,176134,603356.XSHG,2021-12-31,2022-03-15,2021-12-31,0.02,-3987940.68,4863888.6,1145808.31,0.2599,-0.511,0.1023,0.0857,7.4103,99.7823,-0.03,0.0857,0.9367,3.2228,0.9883,189.4099,44.6201,-196.5754,104.1023,-2.3055,-1058.9065,16.8404,,16.8404,,-100.6481,,-97.8588,,-97.2457,
165,176135,688776.XSHG,2021-12-31,2022-03-15,2021-12-31,2.56,154089017.13,192520408.47,,15.1423,14.152999999999999,11.4103,27.9255,49.7923,67.389,32.1929,27.9255,2.0792,10.6842,-0.2935,100.6854,,93.4669,71.4007,8.7283,26.765,32.4097,,32.4097,,67.8731,,72.7956,,72.7956,
166,176136,301055.XSHE,2021-12-31,2022-03-15,2021-12-31,0.61,74263801.94,97385566.39,909235.59,13.5564,12.7869,8.996,10.359000000000002,38.6007,87.1868,12.8831,10.359000000000002,15.4325,6.9092,-0.2081,98.8377,0.9228,94.3238,110.9995,16.0823,125.5136,32.8147,,32.8147,,2.9501,,1.9644,,1.9644,
167,176137,002324.XSHE,2021-12-31,2022-03-15,2021-12-31,0.0235,-39394321.56,50661191.49,13427047.71,0.8958,-1.486,0.4654,0.4312,10.8379,98.9599,0.7064,0.4312,0.8942,2.6447,0.747,145.0372,38.4401,-165.8836,105.8495,-2.8021,-269.4068,9.5161,,9.5161,,-92.4862,,-94.72399999999999,,-93.9985,
168,176138,688689.XSHG,2021-12-31,2022-03-15,2021-12-31,1.12,129346071.87,152679799.54,10028688.44,17.0675,15.6711,12.8092,16.9244,32.3946,81.6569,18.8934,16.9244,3.1929,4.4522,0.2273,96.2768,6.3239,91.8186,82.4636,13.5628,73.9394,36.3989,,36.3989,,103.13799999999999,,102.5791,,102.5791,
169,176139,600973.XSHG,2021-12-31,2022-03-15,2021-12-31,-0.56,-794478314.04,546134247.66,10282730.62,-18.7802,-19.5553,-3.1795,-1.5064,6.3862,98.7263,-1.6607,-1.5064,0.9895,1.0863,1.2005,,,,108.2805,1.0206,80.1333,25.0673,,25.0673,,-308.5245,,-344.2277,,-435.9085,
170,176140,002420.XSHE,2021-12-31,2022-03-15,2021-12-31,0.19,47181133.48,65358457.16,-4887957.76,12.2944,7.7997,3.8577,2.0980000000000003,10.4335,98.2545,2.1965,2.0980000000000003,1.2204,3.1531,0.5226,80.6357,-6.0305,63.4414,69.7033,0.2854,16.3494,22.2361,,22.2361,,27.8277,,21.9735,,12.9458,
171,176141,603330.XSHG,2021-12-31,2022-03-15,2021-12-31,0.47,42845544.84,60037463.09,825313.9,12.7498,4.9588,6.6237,9.889,25.6362,94.3772,10.7292,9.889,6.95,6.7453,2.0703,42.7549,0.5877,38.8932,84.1885,-3.3924,-60.3328,52.7403,,52.7403,,66.1981,,93.5423,,112.7154,
172,176142,688586.XSHG,2021-12-31,2022-03-15,2021-12-31,0.57,200473202.91,220811397.53,478245.5,11.5166,9.9876,7.1434,24.2492,43.6072,76.8368,26.7485,24.2492,2.5534,14.116,-1.9374,85.4687,0.1851,86.7233,133.1583,33.7087,145.5271,14.7193,,14.7193,,21.7068,,19.2306,,19.2306,
173,176143,603078.XSHG,2021-12-31,2022-03-15,2021-12-31,0.2883,53174552.31,64034531.66,2378481.47,4.9748,4.6814,2.6415,7.0638,22.1549,91.9163,8.1343,7.0638,1.4180000000000001,6.9429,0.5642,103.9836,3.8623,94.1014,70.9805,-6.2251,-77.0083,40.5023,,40.5023,,-4.7483,,-2.5672,,-2.8959,
174,176144,301096.XSHE,2021-12-31,2022-03-15,2021-12-31,1.37,102894486.94,114582402.99,-650696.61,8.3585,7.742000000000001,6.2261,29.6463,67.2648,69.3885,31.7889,29.6463,1.7921,12.7959,0.2354,96.33,-0.547,92.6241,102.4585,38.851,126.9165,80.6107,,80.6107,,83.7078,,94.0246,,93.5211,
175,176145,600178.XSHG,2021-12-31,2022-03-15,2021-12-31,0.1962,47037581.64,112711971.15,40816728.64,4.1523,2.154,1.4240000000000002,1.4912,10.2081,98.2885,1.3966,1.4912,1.7102,3.9757,-0.2267,121.1497,43.8723,51.8749,105.7068,7.1589,418.2827,22.3547,,22.3547,,60.1746,,76.6891,,104.7985,
176,176146,603077.XSHG,2021-12-31,2022-03-15,2021-12-31,0.3584,3014469732.58,3556520045.32,26950501.11,23.8175,23.7479,18.5616,30.7216,41.9319,63.9558,36.4434,30.7216,0.5279,3.1581,0.8554,99.255,0.7521,99.7077,80.4841,32.3977,89.8833,87.5603,,87.5603,,716.3381,,104086.0383,,7284.2823,
177,176147,300721.XSHE,2021-12-31,2022-03-15,2021-12-31,1.5533,130674715.39,161993154.89,68092.25,13.4365,13.3179,5.481,9.0322,20.7887,88.8312,11.1645,9.0322,2.1776,3.3485,1.7053,101.0098,0.0425,99.1167,108.5524,18.3491,164.2901,44.4406,,44.4406,,2522.5199,,3167.3298,,3496.2612,
178,176148,300835.XSHE,2021-12-31,2022-03-15,2021-12-31,1.85,121883139.46,142660366.95,1772971.15,14.6411,13.620999999999999,11.3885,16.2812,35.3505,82.271,18.8629,16.2812,4.433,6.5928,0.7637,95.4962,1.1868,93.0328,81.6265,9.2519,52.1854,43.9146,,43.9146,,99.2142,,92.0533,,92.0533,
179,176149,600749.XSHG,2021-12-31,2022-03-15,2021-12-31,-0.0363,-16187481.51,-65940.5,4423050.64,-0.7831,-1.5719999999999998,-0.5811,-4.8517,38.6573,100.038,-4.7998,-4.8517,6.086,32.8589,-0.9395,,,,94.4286,24.3058,,37.9656,,37.9656,,-217.6984,,-244.5,,-270.01599999999996,
180,176150,600765.XSHG,2021-12-31,2022-03-15,2021-12-31,0.89,723891554.33,1303043090.87,150881725.15,11.0836,9.0085,5.468999999999999,10.9976,28.3273,85.1757,12.9718,10.9976,0.8265,7.4777,0.9253,113.9409,13.1934,81.2777,88.27,17.2652,116.4653,31.2285,,31.2285,,120.5953,,126.8051,,159.0517,
181,176151,603773.XSHG,2021-12-31,2022-03-15,2021-12-31,-0.222,-32216727.39,-690127.93,,-1.7072,-2.0475,-0.7467,-1.6421,22.1055,100.0657,-0.9119,-1.6421,3.8781,11.7334,0.8307,,,,154.4214,8.6682,,73.795,,73.795,,-145.069,,-222.1912,,-290.3736,
182,176152,002283.XSHE,2021-12-31,2022-03-15,2021-12-31,0.49,512839279.07,577700617.25,1195886.06,10.2579,9.7189,6.3523,11.444,24.1256,87.7623,13.0653,11.444,1.1826,3.5780000000000003,0.4624,95.2389,0.1972,94.7453,99.4994,22.3864,182.9306,6.5999,,6.5999,,5.4776,,6.519,,6.5722,
183,176153,002611.XSHE,2021-12-31,2022-03-15,2021-12-31,0.35,380806233.0,407186720.17,77315320.21,11.921,9.7138,7.7662,13.9696,27.5102,88.4477,13.509,13.9696,5.2579,7.7195,-0.1701,84.75200000000001,16.0924,81.4849,97.0823,8.7002,75.3117,20.8645,,20.8645,,23.3164,,23.9976,,20.0814,
184,176154,003036.XSHE,2021-12-31,2022-03-16,2021-12-31,0.34,65530091.61,92538405.35,-226287.62,7.3916,6.6599,4.2503,6.0865,15.9237,92.557,6.1706,6.0865,2.2507,3.41,-0.2115,117.2996,-0.2868,90.1005,101.3973,-8.7488,-117.5434,86.1833,,86.1833,,9.2101,,24.9369,,21.4384,
